Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04623:Cytosolic DNA-sensing pathway	17	1.328125	4.1141725889400836E-4	GSDMD, IL33, MLKL, ADAR, SAMHD1, NFKB1, NFKBIA, CXCL10, CASP7, IL6, IFI16, IL1B, CCL5, CASP1, IRF7, IKBKE, NFKBIB	625	64	6242	2.65285	0.1255407852950443	0.003944765482336668	0.003291338071152067
KEGG_PATHWAY	hsa04210:Apoptosis	26	2.03125	4.498676262411971E-4	BCL2A1, CSF2RB, PIK3R2, TNF, CTSS, BBC3, CASP7, CTSK, LMNA, TNFSF10, CAPN2, CTSH, PMAIP1, CTSF, SPTAN1, MAP3K5, GADD45A, TNFRSF10B, CFLAR, TRAF1, NFKB1, NFKBIA, IL3RA, FAS, BIRC2, BIRC3	625	124	6242	2.0940903225806453	0.136438225366174	0.004190195604418008	0.0034961141239315888
KEGG_PATHWAY	hsa04658:Th1 and Th2 cell differentiation	18	1.40625	5.639569435945646E-4	NOTCH2, STAT5A, JAG1, MAML2, STAT1, IFNGR2, TYK2, NFKB1, DLL4, NFKBIA, MAPK11, PPP3CA, IL12A, STAT6, NFKBIE, JAK3, HLA-DOB, NFKBIB	625	72	6242	2.4968	0.16798251673567632	0.00510694343366189	0.004261008018270044
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	16	1.25	6.193018608547283E-4	CSF3, CSF2, CSF1, TFRC, IL1R1, ITGA2, GP1BA, TNF, IL1A, IL6, CR1L, IL7, IL1B, IL3RA, CD38, HLA-DOB	625	60	6242	2.6632533333333335	0.18286825998516454	0.005189050205918382	0.00432951428223865
KEGG_PATHWAY	hsa05146:Amoebiasis	19	1.484375	6.202775703376992E-4	SERPINB10, CSF2, LAMB3, IL1R1, CXCL1, LAMC2, PIK3R2, CXCL3, CXCL2, TNF, NFKB1, IL6, COL4A2, COL4A1, IL1B, GNA11, IL12A, PRKACB, TLR2	625	79	6242	2.4019848101265824	0.18312829411260478	0.005189050205918382	0.00432951428223865
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	29	2.265625	6.207759448798064E-4	CCL14, CXCL6, CXCL9, CXCR4, CXCL1, PIK3R2, CXCL3, CXCL2, GNAI1, CXCL5, CX3CL1, GNG2, CCL5, PTK2B, CCL2, JAK3, PRKACB, CCR10, CCL15, LYN, CCL20, STAT1, STAT2, PRKCD, NFKB1, NFKBIA, CXCL10, CXCL11, NFKBIB	625	148	6242	1.9569513513513512	0.18326108295259147	0.005189050205918382	0.00432951428223865
KEGG_PATHWAY	hsa05142:Chagas disease	20	1.5625	6.651776959484168E-4	ACE, IFNGR2, PIK3R2, CFLAR, TNF, GNAI1, NFKB1, TGFBR2, C3, NFKBIA, MAPK11, IL6, IL1B, GNA11, CCL5, FAS, CCL2, IL12A, MYD88, TLR2	625	86	6242	2.322604651162791	0.19500569979576954	0.005304258447548119	0.004425638950101498
KEGG_PATHWAY	hsa05163:Human cytomegalovirus infection	35	2.734375	6.670999888020641E-4	CXCR4, PIK3R2, PTGS2, TNF, GNAI1, EGFR, CX3CL1, PPP3CA, GNG2, GNA11, CCL5, CREB3L1, PTK2B, CCL2, ITGAV, PRKACB, MAP2K6, IL1R1, HLA-B, TAP2, HLA-C, TAP1, HLA-A, HLA-F, HLA-G, NFKB1, TAPBP, VEGFA, NFKBIA, MAPK11, CREB3, IL6, CDK6, IL1B, FAS	625	193	6242	1.8111502590673576	0.19551034156114877	0.005304258447548119	0.004425638950101498
KEGG_PATHWAY	hsa05321:Inflammatory bowel disease	13	1.015625	7.471016061702313E-4	STAT1, IFNGR2, NOD2, TNF, NFKB1, IL1A, IL6, IL1B, IL12A, STAT6, HLA-DOB, IL18R1, TLR2	625	43	6242	3.019386046511628	0.2162350789259544	0.005798931514559414	0.0048383723066262605
KEGG_PATHWAY	hsa05160:Hepatitis C	27	2.109375	8.165199351528739E-4	PIK3R2, IFIT1, TNF, CLDN1, EGFR, IKBKE, RSAD2, STAT1, STAT2, MX2, MX1, EIF2AK2, TYK2, CFLAR, NFKB1, NFKBIA, CLDN5, CXCL10, CDK6, OAS1, CLDN14, OAS2, OAS3, IRF7, FAS, IRF9, TLR3	625	136	6242	1.9827529411764708	0.2337863494272644	0.006190360438600858	0.005164963310734458
KEGG_PATHWAY	hsa04630:JAK-STAT signaling pathway	24	1.875	0.001083005062560905	STAT5A, IL15RA, CSF3, CSF2, IL15, STAT1, IFNGR2, STAT2, PDGFB, LIF, PIK3R2, CSF2RB, TYK2, EGFR, CCND3, IL6, SOCS1, IL7, IL3RA, PIM1, IL12A, STAT6, JAK3, IRF9	625	117	6242	2.04865641025641	0.2975991111647508	0.008024082963519433	0.00669494038674014
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	35	2.734375	0.0013926509346939807	NRP1, CD40, CSF2, SLC2A1, PIK3R2, ETS1, TNF, ETS2, RELB, ICAM1, PPP3CA, CCND3, ZFP36, CREB3L1, MSX1, JAK3, HLA-DOB, PRKACB, STAT5A, IL15RA, EGR1, IL15, IL1R1, HLA-B, HLA-C, HLA-A, HLA-F, HLA-G, NFKB1, TGFBR2, NFKB2, NFKBIA, CREB3, DLG1, IL6	625	201	6242	1.7390646766169156	0.3651208627325562	0.010088982326894171	0.008417801205261394
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	15	1.171875	0.0016129705508687849	SERPINB2, C1S, SERPINE2, VWF, C1R, PLAT, F3, C2, C3, PROCR, THBD, CR1L, PLAU, A2M, CFB	625	59	6242	2.5391186440677966	0.4091853483822461	0.011431052164852693	0.00953756499644151
