symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
FMO5	0.029384082149041927	No data	No data	No data	No data	No data	No data	No data	No data	No data
RTEL1	0.029368868474661323	No data	No data	No data	No data	No data	No data	No data	No data	No data
S100A9	0.029353551751187257	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMEM131L	0.029349943262133325	0.04827842803398102	No data	No data	No data	No data	No data	No data	No data	No data
RAB5B	0.029349920714125316	0.04827839094421998	No data	No data	No data	No data	No data	No data	No data	No data
H2AC1	0.029306847944577497	0.04820753950896281	No data	No data	No data	No data	No data	No data	No data	No data
SEMA4D	0.029272047253572468	0.0464109374549507	No data	No data	No data	No data	No data	No data	No data	No data
TLK2	0.02925521510498264	0.048122607408470935	No data	No data	No data	No data	No data	No data	No data	No data
MT-RNR2	0.029239789399183223	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACAT2	0.02908442327539517	No data	No data	No data	No data	No data	No data	No data	No data	No data
GSTA1	0.02907361523519654	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRAF6	0.029050481109964124	No data	No data	No data	No data	No data	No data	No data	No data	No data
VAMP2	0.029012018592749097	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCID2	0.028981440986203075	0.04767226977159657	No data	No data	No data	No data	No data	No data	No data	No data
VEGFB	0.028874435460949793	No data	No data	No data	No data	No data	No data	No data	No data	No data
TARDBP	0.028856720717151355	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTAFR	0.028854331188083615	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT90P	0.02884538716954904	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCN2A	0.02884538716954904	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC17A4	0.028780584116288453	0.04734187547227216	No data	No data	No data	No data	No data	No data	No data	No data
KCNQ1	0.028766440740781905	No data	No data	No data	No data	No data	No data	No data	No data	No data
IRF5	0.028716970675425803	No data	No data	No data	No data	No data	No data	No data	No data	No data
C1QTNF6	0.028714301487586417	No data	No data	No data	No data	No data	No data	No data	No data	No data
CTNND1	0.028707896237336047	No data	No data	No data	No data	No data	No data	No data	No data	No data
CSE1L	0.028707123078534267	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000288534	0.028707123078534267	No data	No data	No data	No data	No data	No data	No data	No data	No data
G0S2	0.028701571514813944	No data	No data	No data	No data	No data	No data	No data	No data	No data
RELA	0.028700676824997547	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARFGEF2	0.02867872351158827	0.04717432251213202	No data	No data	No data	No data	No data	No data	No data	No data
FGFR1	0.028624021585153186	No data	No data	No data	No data	No data	No data	No data	No data	No data
SYT1	0.028532206986923516	No data	No data	No data	No data	No data	No data	No data	No data	No data
GORASP1	0.028525880757838067	No data	No data	No data	No data	No data	No data	No data	No data	No data
VTN	0.028461549033912407	No data	No data	No data	No data	No data	No data	No data	No data	No data
SH2D4B	0.02846030807955206	0.04681504571139368	No data	No data	No data	No data	No data	No data	No data	No data
PSMB6	0.028374917522514503	No data	No data	No data	No data	No data	No data	No data	No data	No data
NOX4	0.028359325007759333	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLCO1B3	0.028328263001272492	0.046597841584216156	No data	No data	No data	No data	No data	No data	No data	No data
IST1	0.028277142267743676	0.046513751859317116	No data	No data	No data	No data	No data	No data	No data	No data
XDH	0.028244137574677277	No data	No data	No data	No data	No data	No data	No data	No data	No data
DARS1	0.028214638224891238	0.0464109374549507	No data	No data	No data	No data	No data	No data	No data	No data
SPARC	0.028213668443769758	No data	No data	No data	No data	No data	No data	No data	No data	No data
FTH1	0.028198532268159764	No data	No data	No data	No data	No data	No data	No data	No data	No data
TREML4	0.02818763762391736	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD200R1	0.02817019781263394	No data	No data	No data	No data	No data	No data	No data	No data	No data
CSF3	0.028160566662357868	No data	No data	No data	No data	No data	No data	No data	No data	No data
AMPD1	0.02809362358947061	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRPS1	0.02808806895603734	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOLH1	0.02808806895603734	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSP90AA1	0.028075298588342498	No data	No data	No data	No data	No data	No data	No data	No data	No data
DISP1	0.028063148387925247	0.04616174817623485	No data	No data	No data	No data	No data	No data	No data	No data
GM2A	0.028063148387925247	0.04616174817623485	No data	No data	No data	No data	No data	No data	No data	No data
MTRR	0.027926061755092293	No data	No data	No data	No data	No data	No data	No data	No data	No data
TADA1	0.027903279028694987	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBM12	0.02787497335335157	0.045852214533075204	No data	No data	No data	No data	No data	No data	No data	No data
MAPT	0.027858419236511594	No data	No data	No data	No data	No data	No data	No data	No data	No data
DRG2	0.027792136051134737	0.04571595346102181	No data	No data	No data	No data	No data	No data	No data	No data
PDCD4	0.027733773030150392	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLA2G1B	0.027655341678235485	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP6V0A1	0.027542435520669647	0.03853320887236064	No data	No data	No data	No data	No data	No data	No data	No data
IL12A	0.027513166959861134	No data	No data	No data	No data	No data	No data	No data	No data	No data
FGG	0.027508239228465337	No data	No data	No data	No data	No data	No data	No data	No data	No data
OAZ2	0.027482750384728392	0.04520703753239666	No data	No data	No data	No data	No data	No data	No data	No data
APH1A	0.02739325696285789	0.04505982764893279	No data	No data	No data	No data	No data	No data	No data	No data
TRAIP	0.02738581381716188	0.04383172264422076	No data	No data	No data	No data	No data	No data	No data	No data
BLOC1S4	0.027328377032518787	No data	No data	No data	No data	No data	No data	No data	No data	No data
COX5A	0.027305537129366207	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANXA6	0.02728638215567516	0.043820147810632475	No data	No data	No data	No data	No data	No data	No data	No data
AXL	0.027273818784763957	0.037990581765510296	No data	No data	No data	No data	No data	No data	No data	No data
LINC03040	0.027265670609922864	0.0448499577863822	No data	No data	No data	No data	No data	No data	No data	No data
CAV3	0.02724621040566306	No data	No data	No data	No data	No data	No data	No data	No data	No data
CASTOR1	0.0272112779000653	0.04476048590887367	No data	No data	No data	No data	No data	No data	No data	No data
MBL3P	0.027196395109358364	No data	No data	No data	No data	No data	No data	No data	No data	No data
HTRA2	0.027177054614239544	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCG2	0.02716505377824996	No data	No data	No data	No data	No data	No data	No data	No data	No data
FUT10	0.02714358710517644	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDIA5	0.027109603915803342	0.04459323992518375	No data	No data	No data	No data	No data	No data	No data	No data
CHPF2	0.02709353744134765	0.044566811794681374	No data	No data	No data	No data	No data	No data	No data	No data
ASPG	0.027081213636297435	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENPP2	0.0269826494593891	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDH1	0.026979329391983227	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLA-DRB1	0.02688215862706668	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRTC3	0.026868207788142567	0.030881255073764956	No data	No data	No data	No data	No data	No data	No data	No data
ZNF667	0.026827481097606905	No data	No data	No data	No data	No data	No data	No data	No data	No data
SUZ12	0.02680767499962531	0.04409658978447	No data	No data	No data	No data	No data	No data	No data	No data
SLC23A2	0.026753475036342577	No data	No data	No data	No data	No data	No data	No data	No data	No data
KMT2A	0.02673520046825186	No data	No data	No data	No data	No data	No data	No data	No data	No data
MMRN1	0.02672765012308155	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC35G2	0.026689606738499263	0.04390237646020694	No data	No data	No data	No data	No data	No data	No data	No data
MT2A	0.026681612286820547	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAF1	0.026640547858522247	No data	No data	No data	No data	No data	No data	No data	No data	No data
DPEP2	0.026609749537298527	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENDOV	0.026606479678570934	0.04376563875872034	No data	No data	No data	No data	No data	No data	No data	No data
RSPO3	0.02654166525506105	0.043659023953606796	No data	No data	No data	No data	No data	No data	No data	No data
SLC8A1	0.02636172215124585	No data	No data	No data	No data	No data	No data	No data	No data	No data
LPIN3	0.02635016141503226	0.043344014678240006	No data	No data	No data	No data	No data	No data	No data	No data
CPN1	0.02632962193979522	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADH1C	0.02624602473912372	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATG9B	0.026240169682613824	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLA2G6	0.026235175108022986	No data	No data	No data	No data	No data	No data	No data	No data	No data
DDX55	0.026175490072011347	0.04305669358230747	No data	No data	No data	No data	No data	No data	No data	No data
COA1	0.026124144540000265	0.042972234080974746	No data	No data	No data	No data	No data	No data	No data	No data
L2HGDH	0.02605537975527148	No data	No data	No data	No data	No data	No data	No data	No data	No data
KLF5	0.02603484754112233	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARRB2	0.025995823763495584	No data	No data	No data	No data	No data	No data	No data	No data	No data
TAC1	0.025995564037081018	No data	No data	No data	No data	No data	No data	No data	No data	No data
EXOSC5	0.02598842562667552	0.042748986774113595	No data	No data	No data	No data	No data	No data	No data	No data
TLR9	0.025961376480631185	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP5MK	0.025901388149152847	No data	No data	No data	No data	No data	No data	No data	No data	No data
TEP1	0.02587058982792912	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANGPTL7	0.02587058982792912	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC49A4	0.02587058982792912	No data	No data	No data	No data	No data	No data	No data	No data	No data
SEC62	0.02587058982792912	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD93	0.02586400962017125	No data	No data	No data	No data	No data	No data	No data	No data	No data
AMH	0.025796478195699753	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYLIP	0.0257576626501088	No data	No data	No data	No data	No data	No data	No data	No data	No data
NKX2-5	0.025711041953246874	No data	No data	No data	No data	No data	No data	No data	No data	No data
FXN	0.0256348935346077	No data	No data	No data	No data	No data	No data	No data	No data	No data
FANCA	0.025631889050891626	No data	No data	No data	No data	No data	No data	No data	No data	No data
DISP2	0.025616331718804154	0.04213692054990977	No data	No data	No data	No data	No data	No data	No data	No data
DTX1	0.025616331718804154	0.04213692054990977	No data	No data	No data	No data	No data	No data	No data	No data
ZNF512	0.025616331718804154	0.04213692054990977	No data	No data	No data	No data	No data	No data	No data	No data
ACHE	0.02558645575456105	No data	No data	No data	No data	No data	No data	No data	No data	No data
AGTR2	0.025510689678293424	No data	No data	No data	No data	No data	No data	No data	No data	No data
TEX2	0.025458024357836673	0.04187651696188721	No data	No data	No data	No data	No data	No data	No data	No data
ENTPD1	0.025396764930806684	No data	No data	No data	No data	No data	No data	No data	No data	No data
NAGLU	0.025378675570830154	0.04113806343484939	No data	No data	No data	No data	No data	No data	No data	No data
RET	0.02535728447420037	No data	No data	No data	No data	No data	No data	No data	No data	No data
EZR	0.02535728447420037	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYO10	0.025344442334634273	0.04168968315835459	No data	No data	No data	No data	No data	No data	No data	No data
THPO	0.025309139807498004	No data	No data	No data	No data	No data	No data	No data	No data	No data
STAT1	0.025297584709153567	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABI3	0.02521114448026712	0.037565307283315516	No data	No data	No data	No data	No data	No data	No data	No data
UTP11	0.0251405913926957	0.041354363837899956	No data	No data	No data	No data	No data	No data	No data	No data
LKAAEAR1	0.02513161839377756	0.04133960393602726	No data	No data	No data	No data	No data	No data	No data	No data
KMT2E	0.025131430118559724	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZSCAN21	0.025014093754045664	0.041146284827678715	No data	No data	No data	No data	No data	No data	No data	No data
CHD9NB	0.024987534115668536	0.04110259623930406	No data	No data	No data	No data	No data	No data	No data	No data
BCO1	0.024946640191217374	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPIF	0.02486886096188613	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPID	0.024858594854811556	No data	No data	No data	No data	No data	No data	No data	No data	No data
FEN1	0.024819755856461994	0.034671314417015264	No data	No data	No data	No data	No data	No data	No data	No data
CCN4	0.02476185026387502	No data	No data	No data	No data	No data	No data	No data	No data	No data
VEGFD	0.02474364387003839	No data	No data	No data	No data	No data	No data	No data	No data	No data
NCF1	0.024731051942651294	No data	No data	No data	No data	No data	No data	No data	No data	No data
DDAH1	0.024681908018247836	No data	No data	No data	No data	No data	No data	No data	No data	No data
ELK1	0.02457706033653267	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYOZ2	0.02457561179844106	0.0404250153060041	No data	No data	No data	No data	No data	No data	No data	No data
OR13D1	0.024556458747084193	0.04039350999087265	No data	No data	No data	No data	No data	No data	No data	No data
LGALS8	0.024535995908234364	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRAFD1	0.024523852581472196	0.0403398753243282	No data	No data	No data	No data	No data	No data	No data	No data
ITIH3	0.0245039193635816	0.03848329430165437	No data	No data	No data	No data	No data	No data	No data	No data
CPSF3	0.02448057597921845	0.040268688599747436	No data	No data	No data	No data	No data	No data	No data	No data
NIPSNAP3B	0.024454030014220276	0.0402250225030429	No data	No data	No data	No data	No data	No data	No data	No data
MMP28	0.02436147208796659	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACTA2	0.024328690585466304	No data	No data	No data	No data	No data	No data	No data	No data	No data
CAV2	0.024256527332177716	No data	No data	No data	No data	No data	No data	No data	No data	No data
HDAC4	0.024224468827600685	No data	No data	No data	No data	No data	No data	No data	No data	No data
NGFR	0.02417761661954862	No data	No data	No data	No data	No data	No data	No data	No data	No data
AP1G1	0.024086277320976318	0.03962009724725927	No data	No data	No data	No data	No data	No data	No data	No data
CTSE	0.024022690554505618	No data	No data	No data	No data	No data	No data	No data	No data	No data
PIGR	0.023968896153434838	No data	No data	No data	No data	No data	No data	No data	No data	No data
ST7	0.0239570283078767	0.03940749243498886	No data	No data	No data	No data	No data	No data	No data	No data
GZMB	0.023934334960473615	No data	No data	No data	No data	No data	No data	No data	No data	No data
BCR	0.02393367083542569	No data	No data	No data	No data	No data	No data	No data	No data	No data
BRCA2	0.023875010913741366	No data	No data	No data	No data	No data	No data	No data	No data	No data
AKIP1	0.023856723443760205	0.03741870615714181	No data	No data	No data	No data	No data	No data	No data	No data
SYNGR1	0.02382224714186792	0.03918578765125641	No data	No data	No data	No data	No data	No data	No data	No data
JAK2	0.023808359912431284	No data	No data	No data	No data	No data	No data	No data	No data	No data
CSF1	0.023788360765473325	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATF3	0.023756256087783666	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLOCK	0.023756173006372255	No data	No data	No data	No data	No data	No data	No data	No data	No data
APOH	0.02374804085012027	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCA7	0.023653110699820915	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT18	0.02364038072704844	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP1LC3A	0.023602714623372417	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNC	0.023577327544177035	No data	No data	No data	No data	No data	No data	No data	No data	No data
TGOLN2	0.02355476905046888	0.03874580650134612	No data	No data	No data	No data	No data	No data	No data	No data
BHMT	0.023540183522000588	No data	No data	No data	No data	No data	No data	No data	No data	No data
SRBD1	0.023505842452624222	0.03866532596303999	No data	No data	No data	No data	No data	No data	No data	No data
IRF8	0.02349911909370229	No data	No data	No data	No data	No data	No data	No data	No data	No data
UCN2	0.023490290241618146	No data	No data	No data	No data	No data	No data	No data	No data	No data
LYRM2	0.023445478355661995	0.038566031607170245	No data	No data	No data	No data	No data	No data	No data	No data
SPMIP5	0.023445478355661995	0.038566031607170245	No data	No data	No data	No data	No data	No data	No data	No data
APEH	0.023411962888293014	0.03851090120828166	No data	No data	No data	No data	No data	No data	No data	No data
PRL	0.023381567291213698	No data	No data	No data	No data	No data	No data	No data	No data	No data
RMND1	0.023364048474722166	0.03843208563624766	No data	No data	No data	No data	No data	No data	No data	No data
HDAC1	0.023351697796111383	No data	No data	No data	No data	No data	No data	No data	No data	No data
VAC14	0.023330945460892465	No data	No data	No data	No data	No data	No data	No data	No data	No data
MST1R	0.023295544756773933	0.03664759252849064	No data	No data	No data	No data	No data	No data	No data	No data
PTPRC	0.023267007913376624	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC25A22	0.02316130645990718	0.03749065961909543	No data	No data	No data	No data	No data	No data	No data	No data
MRC1	0.02311294643207011	No data	No data	No data	No data	No data	No data	No data	No data	No data
APC	0.02310318471968626	No data	No data	No data	No data	No data	No data	No data	No data	No data
OIP5	0.023072747243257925	0.033989715038465276	No data	No data	No data	No data	No data	No data	No data	No data
KCNH4	0.02304454326352496	0.03790652382484997	No data	No data	No data	No data	No data	No data	No data	No data
CSRNP3	0.022913950990451515	No data	No data	No data	No data	No data	No data	No data	No data	No data
MADD	0.022913950990451508	No data	No data	No data	No data	No data	No data	No data	No data	No data
SPAAR	0.022913950990451508	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACSBG1	0.022913950990451508	No data	No data	No data	No data	No data	No data	No data	No data	No data
NPAS4	0.022913950990451508	No data	No data	No data	No data	No data	No data	No data	No data	No data
OGG1	0.02289998908483009	No data	No data	No data	No data	No data	No data	No data	No data	No data
RACK1	0.022878224937831985	No data	No data	No data	No data	No data	No data	No data	No data	No data
FGFR4	0.022869896820358226	No data	No data	No data	No data	No data	No data	No data	No data	No data
PARP14	0.022860156589380738	No data	No data	No data	No data	No data	No data	No data	No data	No data
PARP9	0.022801023812631185	No data	No data	No data	No data	No data	No data	No data	No data	No data
LUCAT1	0.02279075770555661	No data	No data	No data	No data	No data	No data	No data	No data	No data
KIT	0.022722516928554128	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAOA	0.022698362741885435	No data	No data	No data	No data	No data	No data	No data	No data	No data
NUMB	0.022688096634810858	No data	No data	No data	No data	No data	No data	No data	No data	No data
WNT5A	0.02267719185854677	No data	No data	No data	No data	No data	No data	No data	No data	No data
C1GALT1C1L	0.022674711560875742	0.03729817875646032	No data	No data	No data	No data	No data	No data	No data	No data
ADH1B	0.02267291577463788	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYP7A1	0.022671150375268158	No data	No data	No data	No data	No data	No data	No data	No data	No data
DNLZ	0.022670903190422264	0.03729191427624573	No data	No data	No data	No data	No data	No data	No data	No data
PSMA6	0.022647191039854835	No data	No data	No data	No data	No data	No data	No data	No data	No data
ERCC2	0.02260596777821426	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRK2	0.02255570572680061	No data	No data	No data	No data	No data	No data	No data	No data	No data
THBS4	0.022552565165311435	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDK1	0.022544371135766808	No data	No data	No data	No data	No data	No data	No data	No data	No data
TLR3	0.0224423578019017	No data	No data	No data	No data	No data	No data	No data	No data	No data
USP4	0.022404255573959097	0.036853299194544414	No data	No data	No data	No data	No data	No data	No data	No data
IL21	0.022387915663950292	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLB1	0.022374871577037252	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLA2G4A	0.022374349617613518	No data	No data	No data	No data	No data	No data	No data	No data	No data
YWHAZ	0.02237140456069462	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANXA1	0.02234890868098289	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPX3	0.02232872191074878	No data	No data	No data	No data	No data	No data	No data	No data	No data
KLF7	0.022305786807353685	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRH2	0.022242037124781497	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRH1	0.02223497207428064	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSAP	0.022233504031279508	No data	No data	No data	No data	No data	No data	No data	No data	No data
CTSG	0.022226121816454985	No data	No data	No data	No data	No data	No data	No data	No data	No data
SUMO1	0.022174791281082105	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZHX2	0.022174791281082105	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBKS	0.02215963586205846	0.03645091834320134	No data	No data	No data	No data	No data	No data	No data	No data
MAPK8	0.02215826919026776	No data	No data	No data	No data	No data	No data	No data	No data	No data
C4A	0.02213031115114303	No data	No data	No data	No data	No data	No data	No data	No data	No data
ISG20	0.02210847279472916	No data	No data	No data	No data	No data	No data	No data	No data	No data
WNT1	0.02207993245171304	No data	No data	No data	No data	No data	No data	No data	No data	No data
GHR	0.02205926219217851	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRB10	0.021969469139590612	No data	No data	No data	No data	No data	No data	No data	No data	No data
IARS1	0.02195920303251603	No data	No data	No data	No data	No data	No data	No data	No data	No data
AIMP1	0.02194893692544146	No data	No data	No data	No data	No data	No data	No data	No data	No data
SOD3	0.021943756710249486	No data	No data	No data	No data	No data	No data	No data	No data	No data
GSN	0.0219093097521336	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP12A	0.021908290980097004	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCHO2	0.02190725482695034	0.0360357707045233	No data	No data	No data	No data	No data	No data	No data	No data
UGT1A1	0.02186984750604486	No data	No data	No data	No data	No data	No data	No data	No data	No data
LRP8	0.02180904305322043	No data	No data	No data	No data	No data	No data	No data	No data	No data
TXNRD2	0.021805602627233946	0.032631497927140776	No data	No data	No data	No data	No data	No data	No data	No data
HCFC1	0.021805211426397412	No data	No data	No data	No data	No data	No data	No data	No data	No data
TGFBR2	0.021699583693887695	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFSF14	0.021689013172612064	No data	No data	No data	No data	No data	No data	No data	No data	No data
LGALS2	0.021605713622274963	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLMP	0.02156966745528969	0.03487253431458615	No data	No data	No data	No data	No data	No data	No data	No data
ADAM10	0.02156802972974134	0.03202962146790841	No data	No data	No data	No data	No data	No data	No data	No data
CA5A	0.02156322042653464	No data	No data	No data	No data	No data	No data	No data	No data	No data
THBS2	0.021526336851632563	No data	No data	No data	No data	No data	No data	No data	No data	No data
MEFV	0.021491379908605036	No data	No data	No data	No data	No data	No data	No data	No data	No data
CTF1	0.021485510122440456	No data	No data	No data	No data	No data	No data	No data	No data	No data
IFNL1	0.021435631571712705	No data	No data	No data	No data	No data	No data	No data	No data	No data
DSG1	0.021435631571712705	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOXJ3	0.021432945591736467	0.035255568028367906	No data	No data	No data	No data	No data	No data	No data	No data
KLRD1	0.02141509935756356	No data	No data	No data	No data	No data	No data	No data	No data	No data
OR2B11	0.02140132736960369	0.035203558453829165	No data	No data	No data	No data	No data	No data	No data	No data
UBXN4	0.021396472422410964	0.03519557243434833	No data	No data	No data	No data	No data	No data	No data	No data
C5AR2	0.021395420906400717	No data	No data	No data	No data	No data	No data	No data	No data	No data
TEK	0.021295476949326257	No data	No data	No data	No data	No data	No data	No data	No data	No data
NRBF2	0.021287749145417208	0.03501673089938925	No data	No data	No data	No data	No data	No data	No data	No data
TIMP4	0.021250841644370355	No data	No data	No data	No data	No data	No data	No data	No data	No data
DHPS	0.02123030943022121	No data	No data	No data	No data	No data	No data	No data	No data	No data
BECN1	0.021183146402440296	No data	No data	No data	No data	No data	No data	No data	No data	No data
TSPO	0.021174728969700043	No data	No data	No data	No data	No data	No data	No data	No data	No data
GSDMD	0.021135014172147883	No data	No data	No data	No data	No data	No data	No data	No data	No data
LUM	0.02112005144024027	No data	No data	No data	No data	No data	No data	No data	No data	No data
IGFBP5	0.02106295931416227	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT-TP	0.02104551950287886	No data	No data	No data	No data	No data	No data	No data	No data	No data
IGFBP4	0.02104177840691672	No data	No data	No data	No data	No data	No data	No data	No data	No data
SMC2	0.021014642444497154	0.03456749111421468	No data	No data	No data	No data	No data	No data	No data	No data
NRG1	0.021011911221579502	No data	No data	No data	No data	No data	No data	No data	No data	No data
SPAG4	0.020989970449461586	0.03452690755580228	No data	No data	No data	No data	No data	No data	No data	No data
GSTM2	0.02097322725295881	No data	No data	No data	No data	No data	No data	No data	No data	No data
SORD	0.02092906582701661	0.03238340111791813	No data	No data	No data	No data	No data	No data	No data	No data
C8B	0.02091876212332937	0.03440977526638386	No data	No data	No data	No data	No data	No data	No data	No data
NTF3	0.020909596245211482	No data	No data	No data	No data	No data	No data	No data	No data	No data
COA8	0.020886354304608994	0.034356466865415033	No data	No data	No data	No data	No data	No data	No data	No data
ILK	0.020860729575536505	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGR-AS1	0.020859737082192818	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADD1	0.020784211693516283	No data	No data	No data	No data	No data	No data	No data	No data	No data
GREM1	0.020783525260696527	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBM6	0.020723483432471827	0.034088556648039905	No data	No data	No data	No data	No data	No data	No data	No data
PSEN1	0.02071664837930368	No data	No data	No data	No data	No data	No data	No data	No data	No data
FLAD1	0.02070277478055708	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAPSN	0.02070277478055708	No data	No data	No data	No data	No data	No data	No data	No data	No data
MUSK	0.02070277478055708	No data	No data	No data	No data	No data	No data	No data	No data	No data
AMFR	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data
TONSL	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data
CXCR5	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data
USP14	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLP1	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data
APOL1	0.0206803574497136	No data	No data	No data	No data	No data	No data	No data	No data	No data
C1QL1	0.020667241629563765	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCG2	0.020665673541119575	No data	No data	No data	No data	No data	No data	No data	No data	No data
TEAD1	0.020665038718580067	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENG	0.020634094100008864	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC2A1	0.020600410650333894	No data	No data	No data	No data	No data	No data	No data	No data	No data
CAMSAP2	0.020597349678140076	0.033273145402279755	No data	No data	No data	No data	No data	No data	No data	No data
TRPV1	0.02058681795179988	No data	No data	No data	No data	No data	No data	No data	No data	No data
YIPF2	0.020580409336148412	0.0338532106236478	No data	No data	No data	No data	No data	No data	No data	No data
TNFRSF9	0.020571499229695037	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRKCA	0.02053811090165339	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHKA	0.020531200439375973	No data	No data	No data	No data	No data	No data	No data	No data	No data
TTN	0.020522489975199575	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHKB	0.02051936546383358	No data	No data	No data	No data	No data	No data	No data	No data	No data
CMPK1	0.02051936546383358	No data	No data	No data	No data	No data	No data	No data	No data	No data
APH1B	0.020491149720851802	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCLAF	0.020471776140056488	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL17RA	0.020403887810717912	No data	No data	No data	No data	No data	No data	No data	No data	No data
GDF11	0.020373135046046868	No data	No data	No data	No data	No data	No data	No data	No data	No data
NOS1AP	0.02035522646318443	No data	No data	No data	No data	No data	No data	No data	No data	No data
GNB3	0.020339941341202865	No data	No data	No data	No data	No data	No data	No data	No data	No data
